employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met_more_than_80,awards_won,avg_training_score
77380,Sales & Marketing,region_14,Bachelors,m,other,1,24,,1,0,0,50
38543,Analytics,region_22,Masters & above,m,sourcing,1,49,3.0,19,0,0,85
43388,Operations,region_8,Bachelors,m,other,1,28,3.0,8,0,0,59
19489,Sales & Marketing,region_26,Bachelors,m,other,2,34,1.0,8,0,0,50
14267,Sales & Marketing,region_19,Bachelors,m,sourcing,1,31,2.0,6,0,0,47
62691,Technology,region_28,Bachelors,m,other,1,25,3.0,2,0,0,79
50258,Sales & Marketing,region_7,Bachelors,m,other,1,29,5.0,5,1,0,47
52578,Sales & Marketing,region_25,Bachelors,m,sourcing,2,32,5.0,5,1,0,48
10993,Analytics,region_32,Bachelors,m,sourcing,2,31,5.0,4,0,0,83
14955,Sales & Marketing,region_19,Masters & above,m,sourcing,1,40,4.0,9,0,0,46
73550,Technology,region_14,Masters & above,f,other,1,39,4.0,7,1,0,78
53008,Technology,region_32,Bachelors,m,sourcing,1,33,3.0,4,0,0,80
3509,Technology,region_22,Masters & above,m,sourcing,3,49,3.0,3,0,0,80
6352,Operations,region_2,Bachelors,f,sourcing,1,48,4.0,8,1,0,60
70970,Analytics,region_22,,m,other,1,27,3.0,2,0,0,82
15807,Sales & Marketing,region_15,Masters & above,m,sourcing,1,40,3.0,13,0,0,52
50331,Sales & Marketing,region_22,Bachelors,f,other,1,28,3.0,7,0,0,60
70496,Procurement,region_10,Masters & above,m,other,1,38,4.0,10,0,0,66
63362,Technology,region_23,Bachelors,m,other,1,31,5.0,4,1,0,83
27569,R&D,region_11,Bachelors,m,other,1,29,3.0,3,0,0,84
49590,Sales & Marketing,region_5,Masters & above,m,other,2,39,3.0,2,0,0,48
60362,Sales & Marketing,region_21,Bachelors,m,other,2,26,1.0,4,0,0,48
22523,Operations,region_30,Bachelors,f,sourcing,1,32,5.0,7,1,0,60
24403,Procurement,region_13,Bachelors,m,sourcing,1,34,3.0,4,0,0,69
31051,Analytics,region_34,Bachelors,m,sourcing,1,29,3.0,3,0,0,86
17048,Procurement,region_2,Masters & above,f,other,1,37,4.0,8,0,0,71
4660,R&D,region_27,Bachelors,m,other,1,29,5.0,4,1,0,83
37993,Analytics,region_7,Masters & above,m,other,3,34,5.0,5,1,0,86
55268,Procurement,region_31,Masters & above,m,sourcing,1,42,3.0,6,1,0,73
9611,Operations,region_27,Masters & above,f,other,1,35,3.0,9,1,0,58
4839,Sales & Marketing,region_11,Bachelors,m,sourcing,1,29,,1,0,0,48
77638,Finance,region_2,Bachelors,f,other,1,28,3.0,2,0,0,61
74767,Sales & Marketing,region_7,Masters & above,f,other,1,33,5.0,5,0,0,48
43985,HR,region_15,Bachelors,f,other,1,29,2.0,4,0,0,49
1192,Analytics,region_11,Bachelors,m,sourcing,1,29,5.0,3,1,0,81
1726,Sales & Marketing,region_20,Bachelors,m,sourcing,1,33,3.0,2,0,0,48
8788,Sales & Marketing,region_31,Bachelors,m,other,1,41,1.0,4,0,0,47
35173,Sales & Marketing,region_5,Masters & above,m,sourcing,1,36,3.0,8,1,0,51
45703,Operations,region_4,Bachelors,f,other,1,40,3.0,7,1,0,56
60828,Operations,region_26,Bachelors,m,sourcing,1,28,4.0,2,0,0,59
71830,Procurement,region_15,Masters & above,f,sourcing,1,34,5.0,6,0,0,68
17988,Procurement,region_22,Bachelors,m,other,2,33,3.0,4,0,0,66
40572,Technology,region_2,Bachelors,f,referred,1,34,4.0,7,1,0,82
34051,Sales & Marketing,region_15,Bachelors,m,other,1,33,4.0,4,1,0,50
51006,Operations,region_2,Bachelors,m,sourcing,1,60,5.0,23,1,0,60
16840,Sales & Marketing,region_22,Bachelors,m,sourcing,2,30,,1,0,0,53
44509,Analytics,region_2,Bachelors,m,other,2,34,3.0,3,1,0,82
76224,Operations,region_25,Bachelors,m,sourcing,1,30,3.0,4,0,0,60
13615,Analytics,region_29,Bachelors,f,other,1,29,3.0,2,0,0,86
54630,Technology,region_2,Bachelors,m,referred,1,32,5.0,6,1,0,77
9350,Sales & Marketing,region_26,Bachelors,f,other,1,31,5.0,9,0,0,44
46048,R&D,region_22,Masters & above,m,other,2,28,1.0,5,0,0,90
68611,Operations,region_2,Masters & above,m,other,1,33,5.0,3,0,0,61
3255,Procurement,region_22,Masters & above,m,other,1,29,4.0,4,1,0,72
17288,Finance,region_28,Bachelors,m,sourcing,1,30,3.0,7,1,1,55
68904,Finance,region_2,Masters & above,f,sourcing,1,43,4.0,10,0,0,61
73097,Sales & Marketing,region_13,Bachelors,m,sourcing,1,48,5.0,3,0,0,49
54888,Sales & Marketing,region_13,Bachelors,m,other,1,38,4.0,10,0,0,48
69696,Procurement,region_17,Bachelors,f,other,2,30,3.0,7,1,0,71
8252,Sales & Marketing,region_4,Masters & above,m,sourcing,1,43,3.0,13,0,0,48
1630,Operations,region_22,Bachelors,m,sourcing,1,29,5.0,4,1,0,55
27463,Technology,region_25,Bachelors,f,sourcing,1,29,4.0,2,0,0,79
76338,Sales & Marketing,region_9,Masters & above,m,other,1,28,4.0,4,0,0,46
74024,Operations,region_22,Bachelors,m,sourcing,1,41,5.0,5,1,0,58
8023,Operations,region_31,Masters & above,m,other,1,36,5.0,4,1,0,65
56558,Operations,region_2,Bachelors,m,other,2,36,5.0,8,0,0,57
60556,Technology,region_24,Masters & above,f,other,1,38,3.0,3,0,0,81
59069,Legal,region_13,Bachelors,f,other,1,32,4.0,5,1,0,63
14619,Operations,region_7,Bachelors,m,other,2,39,5.0,2,1,0,58
12039,Operations,region_22,Bachelors,m,other,1,36,5.0,3,1,0,59
54398,Analytics,region_22,Masters & above,m,other,2,33,3.0,6,0,0,89
44403,Operations,region_15,Masters & above,m,sourcing,1,36,5.0,7,1,0,57
12776,Procurement,region_22,Masters & above,f,other,1,35,5.0,7,1,0,71
9553,Sales & Marketing,region_20,Bachelors,m,other,1,31,3.0,2,0,0,47
11019,Technology,region_2,Masters & above,f,referred,1,55,5.0,5,1,0,82
63784,Procurement,region_2,Masters & above,m,other,2,43,1.0,15,0,0,72
1840,Operations,region_22,Bachelors,f,other,1,29,4.0,3,0,0,54
64707,Operations,region_22,Bachelors,m,other,1,25,5.0,3,1,0,61
49550,Sales & Marketing,region_13,Masters & above,m,sourcing,2,34,3.0,6,0,0,47
67626,Procurement,region_4,Bachelors,m,other,1,33,1.0,8,0,0,70
18223,Sales & Marketing,region_19,Bachelors,m,sourcing,1,44,1.0,17,0,0,46
38667,HR,region_2,,f,sourcing,1,24,5.0,2,1,0,49
24245,Operations,region_31,Masters & above,m,sourcing,1,39,4.0,5,0,0,63
11378,Sales & Marketing,region_27,Masters & above,m,other,1,41,3.0,7,0,0,49
43170,Sales & Marketing,region_4,Masters & above,f,sourcing,1,43,5.0,10,0,0,61
38607,Operations,region_2,Masters & above,m,sourcing,1,46,5.0,8,1,0,62
66627,Technology,region_7,Bachelors,f,sourcing,1,28,3.0,4,0,0,74
37064,Analytics,region_22,Bachelors,m,other,1,31,3.0,8,0,0,89
11343,Analytics,region_11,Bachelors,m,sourcing,1,28,3.0,3,0,0,86
63361,Operations,region_16,Bachelors,m,sourcing,1,33,3.0,6,0,0,62
47425,Sales & Marketing,region_22,Bachelors,m,other,1,26,5.0,4,0,0,46
25065,Procurement,region_7,Masters & above,f,sourcing,1,46,3.0,3,0,0,68
53280,Analytics,region_15,Bachelors,m,other,2,34,5.0,6,0,0,84
73168,Sales & Marketing,region_29,Bachelors,m,other,2,33,1.0,6,0,0,49
37156,Sales & Marketing,region_15,Bachelors,m,other,1,33,5.0,5,1,0,43
26420,Sales & Marketing,region_22,Bachelors,m,other,1,23,,1,0,0,53
22592,Sales & Marketing,region_11,Bachelors,m,other,1,28,4.0,5,1,0,51
9076,Sales & Marketing,region_28,Bachelors,f,other,1,30,3.0,4,0,0,59
60455,Operations,region_30,Bachelors,m,sourcing,1,28,1.0,2,1,0,61
52959,Operations,region_15,Bachelors,f,sourcing,1,31,3.0,5,0,0,62
63213,Operations,region_4,Masters & above,f,sourcing,2,34,3.0,7,0,0,63
21007,Operations,region_7,Masters & above,f,sourcing,1,35,3.0,7,0,0,59
9307,Operations,region_2,Bachelors,m,other,1,48,4.0,9,1,0,58
47225,Analytics,region_28,Bachelors,m,other,1,29,,1,1,1,85
21846,Operations,region_13,Masters & above,f,other,1,42,3.0,5,0,0,59
77396,Sales & Marketing,region_2,Bachelors,m,referred,2,26,4.0,3,1,0,51
18881,Operations,region_8,Bachelors,m,sourcing,1,25,,1,0,0,58
53064,Sales & Marketing,region_14,Bachelors,f,other,1,31,5.0,3,1,0,51
41566,Finance,region_20,Bachelors,m,other,1,35,3.0,4,0,0,59
30720,Analytics,region_22,Bachelors,m,other,2,28,,1,1,0,88
36869,Technology,region_33,Bachelors,f,sourcing,1,38,3.0,10,0,0,77
6626,Analytics,region_2,,m,sourcing,1,26,,1,1,0,88
21584,Technology,region_2,Bachelors,m,other,1,39,1.0,3,0,0,76
23885,Technology,region_19,Bachelors,f,other,1,34,3.0,6,0,0,84
14228,Procurement,region_24,Bachelors,m,other,1,34,1.0,7,0,0,70
21912,Operations,region_8,Bachelors,m,sourcing,1,33,5.0,3,1,0,55
26568,Finance,region_29,Bachelors,m,other,1,30,,1,1,0,61
61190,Operations,region_2,Bachelors,f,other,1,43,5.0,6,1,0,58
58054,Sales & Marketing,region_23,Masters & above,m,other,1,35,5.0,6,1,0,49
1210,Sales & Marketing,region_16,Masters & above,f,other,2,35,3.0,5,0,0,46
10837,Sales & Marketing,region_15,Bachelors,m,sourcing,1,32,5.0,5,0,0,48
75329,Sales & Marketing,region_2,Bachelors,m,sourcing,1,53,5.0,18,0,0,50
40483,Sales & Marketing,region_20,Bachelors,m,other,1,32,3.0,6,0,0,48
67823,Operations,region_22,Bachelors,f,sourcing,1,44,5.0,3,1,0,58
74031,Sales & Marketing,region_12,,m,other,1,39,4.0,7,0,0,47
34644,Procurement,region_30,Bachelors,f,sourcing,1,36,5.0,2,1,0,63
41326,Procurement,region_12,Bachelors,m,sourcing,1,29,5.0,2,1,0,74
57837,Analytics,region_15,Bachelors,m,sourcing,1,32,3.0,5,0,0,85
50440,Procurement,region_2,Bachelors,m,sourcing,1,36,3.0,7,0,0,70
74401,Procurement,region_5,Bachelors,m,other,1,41,5.0,5,1,0,67
31622,Sales & Marketing,region_27,,m,other,1,49,1.0,9,0,0,46
73009,Technology,region_25,Bachelors,f,other,1,27,5.0,3,0,0,84
31706,Technology,region_23,Bachelors,m,other,1,29,3.0,2,0,0,78
35369,R&D,region_26,Bachelors,m,other,1,27,5.0,2,1,0,78
36405,Sales & Marketing,region_7,Bachelors,m,sourcing,1,30,4.0,7,1,0,48
11401,Procurement,region_2,Bachelors,f,other,1,44,3.0,15,1,0,67
36883,Operations,region_2,Masters & above,f,other,1,34,3.0,8,1,0,59
944,Operations,region_15,Bachelors,f,sourcing,2,30,3.0,2,1,1,61
46864,Sales & Marketing,region_7,Masters & above,m,other,1,33,2.0,6,0,0,50
173,Analytics,region_22,Masters & above,f,sourcing,1,35,3.0,3,1,0,83
59993,Analytics,region_29,Bachelors,m,sourcing,1,31,5.0,8,0,0,82
56153,Sales & Marketing,region_27,Bachelors,m,other,2,28,,1,0,0,47
26782,Analytics,region_2,Masters & above,m,other,2,35,3.0,4,0,0,79
34530,Technology,region_8,Masters & above,m,other,1,40,3.0,3,0,0,83
65633,Procurement,region_11,Bachelors,m,sourcing,1,31,3.0,8,0,0,69
53217,Sales & Marketing,region_2,Masters & above,m,other,3,46,1.0,14,0,0,52
73823,Sales & Marketing,region_25,Bachelors,m,sourcing,1,27,,1,0,0,49
9494,Sales & Marketing,region_16,Masters & above,m,sourcing,1,46,3.0,19,0,0,53
26878,Operations,region_11,Bachelors,m,sourcing,1,35,3.0,6,0,0,57
56015,Sales & Marketing,region_32,Bachelors,f,other,1,29,5.0,2,0,0,51
33094,Technology,region_28,Bachelors,m,other,1,26,5.0,3,1,0,81
4397,Operations,region_2,Bachelors,f,other,1,28,3.0,3,0,0,54
11347,Sales & Marketing,region_2,Masters & above,f,sourcing,1,43,5.0,12,0,0,49
47051,Analytics,region_2,Bachelors,m,sourcing,2,39,4.0,5,1,0,86
36106,Sales & Marketing,region_32,Bachelors,f,sourcing,1,28,,1,0,0,51
2218,Technology,region_26,Bachelors,m,other,1,31,3.0,7,1,0,96
18339,Procurement,region_2,Bachelors,f,other,3,38,4.0,13,0,0,72
20913,Sales & Marketing,region_22,Bachelors,f,other,2,25,,1,0,0,49
61707,Sales & Marketing,region_31,Bachelors,m,other,1,43,2.0,5,0,0,47
23658,Procurement,region_2,Bachelors,m,other,1,38,3.0,14,0,0,72
3240,Operations,region_2,Bachelors,f,other,4,33,3.0,7,0,0,59
60994,Sales & Marketing,region_19,Bachelors,m,other,1,28,2.0,4,0,0,53
22870,Technology,region_7,Bachelors,f,sourcing,1,28,3.0,4,0,0,81
24352,Procurement,region_22,Bachelors,m,other,3,28,1.0,2,0,0,68
41081,Sales & Marketing,region_32,Masters & above,m,sourcing,1,27,,1,0,0,50
14919,Sales & Marketing,region_13,Masters & above,m,other,1,48,3.0,25,0,0,46
5313,Technology,region_26,Masters & above,m,other,1,41,5.0,13,0,0,78
48558,Procurement,region_15,Masters & above,m,other,1,41,5.0,10,1,0,72
15087,Operations,region_2,Bachelors,f,other,1,55,4.0,16,0,0,51
45007,Operations,region_28,Bachelors,m,sourcing,1,27,3.0,2,0,0,58
20546,Sales & Marketing,region_7,Bachelors,m,other,1,28,,1,1,0,48
51808,Operations,region_12,Bachelors,f,sourcing,1,31,3.0,5,1,0,59
24531,Operations,region_5,Masters & above,m,other,1,39,3.0,10,0,0,58
1519,Operations,region_3,Masters & above,f,sourcing,1,33,4.0,2,0,0,61
24190,Technology,region_2,Bachelors,m,other,1,55,3.0,15,0,0,78
11190,Analytics,region_32,Bachelors,m,sourcing,1,35,2.0,3,0,0,82
57047,Sales & Marketing,region_15,Bachelors,m,sourcing,1,46,2.0,19,0,0,49
71180,Procurement,region_17,Bachelors,m,other,1,31,3.0,3,1,0,70
12811,Sales & Marketing,region_15,,m,other,1,32,1.0,2,0,0,47
7832,HR,region_30,Bachelors,f,other,1,25,,1,0,0,54
51454,Operations,region_15,Masters & above,f,sourcing,1,42,3.0,3,1,0,62
53647,Technology,region_30,Bachelors,f,sourcing,1,31,3.0,3,0,0,77
13619,Sales & Marketing,region_4,Masters & above,m,other,1,46,4.0,7,1,0,54
76120,Procurement,region_22,Masters & above,f,sourcing,1,41,5.0,12,1,0,69
13350,Sales & Marketing,region_12,Bachelors,m,sourcing,1,25,,1,0,0,50
59646,Sales & Marketing,region_13,Bachelors,m,sourcing,1,36,5.0,8,0,0,49
41134,Operations,region_7,Bachelors,f,sourcing,1,36,4.0,3,0,0,59
53440,Procurement,region_2,Masters & above,f,sourcing,1,47,3.0,13,1,0,69
33865,Analytics,region_7,Bachelors,m,sourcing,1,37,3.0,10,0,0,89
30745,Operations,region_3,Bachelors,m,other,1,31,3.0,5,1,0,60
74123,Sales & Marketing,region_17,Bachelors,m,other,1,40,2.0,4,1,1,53
53704,Operations,region_19,Bachelors,m,other,1,36,3.0,6,1,0,57
70966,Analytics,region_2,Masters & above,m,sourcing,1,49,3.0,2,0,0,88
47998,Technology,region_7,Masters & above,f,sourcing,1,43,3.0,15,0,0,80
3651,Sales & Marketing,region_31,Bachelors,f,sourcing,1,31,5.0,8,0,0,45
565,Procurement,region_1,Bachelors,f,sourcing,2,29,1.0,2,0,0,74
46057,Sales & Marketing,region_13,Bachelors,m,sourcing,1,54,1.0,23,0,0,46
26073,Sales & Marketing,region_21,Bachelors,m,sourcing,1,31,3.0,4,0,0,46
32383,Legal,region_31,Bachelors,m,sourcing,1,39,4.0,3,1,1,61
8722,Sales & Marketing,region_7,Bachelors,f,other,1,33,3.0,5,0,0,50
54193,Finance,region_2,Below Secondary,f,other,1,22,,1,1,0,61
7270,Procurement,region_19,Bachelors,m,sourcing,2,30,3.0,5,1,0,66
4826,Sales & Marketing,region_10,Masters & above,m,sourcing,1,42,3.0,13,0,0,50
71686,Procurement,region_2,Masters & above,f,other,2,36,1.0,3,0,0,66
44489,Sales & Marketing,region_9,,m,other,1,23,,1,0,0,56
35013,Operations,region_7,Bachelors,f,sourcing,1,28,5.0,2,1,0,62
45074,Procurement,region_7,Bachelors,f,sourcing,1,24,2.0,2,0,0,73
29092,Operations,region_2,Masters & above,f,other,1,41,3.0,4,1,0,57
19563,HR,region_22,Masters & above,m,sourcing,1,43,4.0,13,0,0,49
23321,Procurement,region_2,Bachelors,f,other,1,35,4.0,10,0,0,70
68982,Finance,region_22,Bachelors,m,other,3,28,1.0,3,0,0,61
66864,Procurement,region_2,Masters & above,f,sourcing,1,52,3.0,14,0,0,70
31337,Sales & Marketing,region_2,Masters & above,m,sourcing,1,47,4.0,15,0,0,49
55922,Analytics,region_26,Bachelors,f,sourcing,2,28,3.0,5,0,0,84
7124,Technology,region_26,Bachelors,m,other,1,29,3.0,5,0,0,82
35825,Operations,region_23,Bachelors,m,sourcing,2,29,4.0,5,1,0,57
75158,Sales & Marketing,region_27,Bachelors,m,sourcing,1,36,3.0,10,0,0,50
76042,Procurement,region_19,Bachelors,m,sourcing,1,41,3.0,7,0,0,70
67362,Procurement,region_10,Bachelors,f,other,1,28,4.0,2,0,0,70
47811,HR,region_20,Masters & above,m,sourcing,1,41,4.0,10,0,0,52
30049,Analytics,region_30,Bachelors,m,sourcing,1,31,3.0,4,0,0,85
76294,Sales & Marketing,region_15,Masters & above,m,sourcing,2,30,3.0,7,0,0,47
37282,Procurement,region_2,Below Secondary,m,sourcing,1,22,5.0,2,1,0,68
2489,Sales & Marketing,region_31,Masters & above,m,sourcing,1,42,3.0,8,1,0,48
65938,Procurement,region_2,Bachelors,f,other,6,26,3.0,2,0,0,69
56202,Sales & Marketing,region_16,Bachelors,m,sourcing,1,46,2.0,4,0,0,49
43734,Sales & Marketing,region_22,Bachelors,f,sourcing,1,28,5.0,3,1,0,53
71217,Operations,region_22,Bachelors,f,sourcing,1,40,3.0,7,1,0,63
7153,HR,region_2,Bachelors,m,sourcing,2,56,3.0,3,1,0,49
71342,Sales & Marketing,region_7,Bachelors,f,sourcing,1,44,1.0,3,1,0,41
62445,Procurement,region_7,Bachelors,m,sourcing,4,35,4.0,10,0,0,68
53204,Operations,region_25,Bachelors,m,other,1,26,3.0,3,0,0,58
36145,Technology,region_10,Masters & above,m,sourcing,1,42,2.0,5,1,0,85
60884,Sales & Marketing,region_20,Bachelors,m,sourcing,1,32,3.0,5,1,0,52
32369,R&D,region_2,Bachelors,m,other,1,31,3.0,6,0,0,82
50340,Technology,region_10,Bachelors,m,sourcing,2,30,,1,1,0,82
34320,Procurement,region_14,Bachelors,m,other,1,34,1.0,4,0,0,74
1641,R&D,region_22,Bachelors,m,other,1,32,3.0,5,0,0,87
74594,Procurement,region_7,Bachelors,f,other,1,33,5.0,4,1,0,71
46163,Sales & Marketing,region_2,Bachelors,f,sourcing,1,27,3.0,1,0,0,49
5635,Operations,region_20,Bachelors,f,sourcing,1,38,5.0,10,1,0,54
52932,Finance,region_15,Bachelors,m,other,4,28,,1,0,0,54
77168,Analytics,region_2,Masters & above,m,other,1,53,3.0,17,1,0,81
67959,Operations,region_2,Bachelors,f,sourcing,1,45,5.0,14,0,0,73
72213,Operations,region_7,Bachelors,f,other,1,56,3.0,7,1,0,61
2920,Technology,region_21,Masters & above,m,sourcing,1,45,5.0,7,1,0,84
72044,Analytics,region_22,Bachelors,f,sourcing,1,29,4.0,3,1,0,82
13850,Sales & Marketing,region_11,Bachelors,m,other,1,26,5.0,3,0,0,48
13342,HR,region_17,Bachelors,m,sourcing,1,28,5.0,3,1,0,50
1253,Analytics,region_7,Masters & above,m,sourcing,1,35,5.0,5,0,0,85
58934,Analytics,region_31,Bachelors,m,other,1,29,5.0,2,0,0,85
31516,Sales & Marketing,region_27,Bachelors,m,sourcing,2,27,,1,0,0,52
68388,Operations,region_22,Bachelors,f,other,1,36,4.0,9,0,0,74
39204,Analytics,region_24,Bachelors,m,other,1,32,4.0,8,1,0,83
33800,Analytics,region_2,Bachelors,m,other,2,42,5.0,4,0,0,82
20400,Legal,region_27,Bachelors,m,sourcing,1,28,4.0,2,0,0,63
32787,Operations,region_12,Bachelors,f,other,1,27,5.0,3,1,0,63
21421,Procurement,region_20,Bachelors,m,other,2,40,3.0,10,0,0,73
39824,Operations,region_4,Masters & above,f,sourcing,1,31,3.0,7,0,0,60
42104,R&D,region_22,,m,sourcing,1,28,3.0,5,0,0,84
33835,Sales & Marketing,region_2,,m,other,1,37,1.0,9,0,0,50
10399,Technology,region_31,Bachelors,m,sourcing,1,29,1.0,4,0,0,79
57314,Operations,region_22,Bachelors,m,sourcing,1,40,2.0,11,1,0,57
76714,Analytics,region_11,Bachelors,m,other,1,48,5.0,16,1,0,79
38084,Procurement,region_28,Masters & above,m,other,1,30,5.0,6,0,0,72
11528,Procurement,region_12,Bachelors,m,sourcing,1,25,,1,0,0,69
40934,Operations,region_15,Bachelors,m,referred,1,47,3.0,18,1,0,59
51647,R&D,region_2,Bachelors,f,other,1,34,5.0,4,1,0,89
51064,Operations,region_20,Bachelors,m,other,1,30,3.0,4,0,0,62
75863,Technology,region_14,Masters & above,m,other,1,34,5.0,2,1,0,75
56315,Operations,region_31,Bachelors,m,sourcing,2,33,3.0,6,0,0,61
5194,Operations,region_22,Masters & above,f,sourcing,1,36,3.0,10,0,0,64
39079,Operations,region_2,Bachelors,f,other,1,30,5.0,8,1,0,62
35296,Legal,region_2,Bachelors,m,sourcing,1,35,2.0,7,0,0,59
54832,Sales & Marketing,region_27,Bachelors,m,sourcing,1,35,2.0,9,0,0,53
50546,Sales & Marketing,region_2,,m,other,1,26,,1,0,0,53
73691,Operations,region_32,,f,other,1,27,4.0,3,0,0,61
77376,Operations,region_2,Bachelors,f,sourcing,1,32,1.0,5,0,0,62
43552,Procurement,region_2,Masters & above,m,sourcing,2,35,3.0,7,0,0,70
25497,Sales & Marketing,region_8,Bachelors,m,other,1,29,5.0,2,1,0,53
4148,Operations,region_11,Bachelors,m,other,1,34,1.0,7,0,0,61
68025,Procurement,region_2,Masters & above,m,sourcing,5,40,3.0,10,0,0,70
69364,Legal,region_2,Bachelors,m,sourcing,1,55,1.0,14,0,0,59
10929,Operations,region_15,Bachelors,f,other,1,44,2.0,4,1,0,56
66951,Technology,region_2,Masters & above,m,sourcing,1,40,2.0,11,0,0,77
17210,HR,region_11,Bachelors,f,other,1,27,,1,0,0,53
18284,HR,region_2,Bachelors,m,other,1,56,3.0,16,0,0,51
63469,Procurement,region_11,Bachelors,m,other,2,30,3.0,5,0,0,71
25118,Sales & Marketing,region_29,Bachelors,m,other,1,26,1.0,2,0,0,49
52410,Sales & Marketing,region_7,,m,other,1,24,,1,1,0,48
64366,Analytics,region_29,Bachelors,f,other,1,28,5.0,4,1,0,83
70935,Operations,region_15,Bachelors,f,other,1,31,4.0,7,0,0,57
71045,HR,region_2,Bachelors,m,sourcing,1,31,3.0,9,0,0,48
20128,Operations,region_2,Bachelors,m,other,2,34,3.0,7,0,0,58
343,Operations,region_7,Bachelors,m,other,1,51,4.0,6,1,0,59
19344,Technology,region_2,Bachelors,f,sourcing,2,25,2.0,3,0,0,75
72674,Technology,region_2,Masters & above,m,sourcing,1,48,3.0,19,0,0,85
58279,Procurement,region_7,Masters & above,f,other,2,51,3.0,19,0,0,71
65074,Procurement,region_7,Masters & above,f,other,2,36,4.0,9,0,0,70
37031,Sales & Marketing,region_12,Bachelors,f,other,1,29,4.0,6,0,0,43
66759,Sales & Marketing,region_19,,m,other,1,33,3.0,7,1,0,49
22540,Sales & Marketing,region_25,Masters & above,f,sourcing,2,33,3.0,7,0,0,53
54159,Sales & Marketing,region_9,,m,sourcing,1,29,3.0,4,0,0,48
64623,Procurement,region_2,Bachelors,f,sourcing,3,25,3.0,5,0,0,71
54913,Analytics,region_25,Bachelors,m,other,1,31,5.0,3,1,0,88
62276,Sales & Marketing,region_30,Bachelors,m,sourcing,1,27,4.0,4,0,0,53
63672,Procurement,region_4,Bachelors,f,sourcing,1,40,4.0,10,1,0,67
27949,Operations,region_11,Masters & above,f,sourcing,1,37,3.0,3,0,0,61
43494,Sales & Marketing,region_22,Masters & above,m,sourcing,1,34,2.0,7,0,0,51
1339,Sales & Marketing,region_13,Bachelors,m,other,1,36,3.0,9,0,0,46
47081,Sales & Marketing,region_28,Bachelors,m,other,1,26,3.0,5,0,0,45
24074,Operations,region_22,Masters & above,f,sourcing,1,31,5.0,4,1,0,63
22439,Analytics,region_20,Masters & above,m,other,1,34,4.0,2,0,0,83
14101,Procurement,region_22,Bachelors,m,sourcing,3,29,3.0,6,1,0,67
48966,Procurement,region_7,Bachelors,m,sourcing,1,29,5.0,4,1,0,69
27602,Sales & Marketing,region_4,Bachelors,m,sourcing,1,28,1.0,7,0,0,47
61418,Sales & Marketing,region_25,,m,sourcing,1,30,,1,0,0,46
45237,Sales & Marketing,region_14,Bachelors,m,other,1,38,3.0,3,0,0,49
54679,Sales & Marketing,region_2,Bachelors,m,sourcing,1,34,2.0,3,0,0,48
41549,Technology,region_2,Masters & above,m,sourcing,2,36,4.0,10,1,0,73
19757,Procurement,region_19,Bachelors,m,other,1,32,5.0,5,1,0,72
13380,Sales & Marketing,region_22,Bachelors,m,sourcing,1,20,,1,0,0,47
2207,Procurement,region_15,Masters & above,m,sourcing,1,35,4.0,5,0,0,68
27604,Sales & Marketing,region_1,Bachelors,m,sourcing,1,26,5.0,4,1,0,44
31686,Technology,region_2,Bachelors,f,other,1,30,4.0,4,1,1,76
52747,Technology,region_2,Bachelors,m,referred,1,29,4.0,5,0,0,81
7860,Sales & Marketing,region_31,Bachelors,m,sourcing,1,37,4.0,2,0,0,50
67977,Procurement,region_2,,m,sourcing,1,34,3.0,9,0,0,63
20981,Procurement,region_15,Bachelors,f,other,1,40,3.0,7,0,0,69
32919,Sales & Marketing,region_16,Bachelors,m,other,1,34,3.0,7,0,0,48
11273,Procurement,region_15,Bachelors,m,sourcing,3,37,1.0,4,0,0,70
39038,Operations,region_2,Bachelors,f,sourcing,1,40,4.0,5,1,0,61
22201,Procurement,region_27,Bachelors,m,sourcing,1,32,3.0,2,1,0,70
16034,Technology,region_5,Bachelors,m,other,1,40,1.0,3,1,0,77
4120,Operations,region_15,Bachelors,m,other,1,39,5.0,11,1,0,60
70729,Technology,region_16,Bachelors,f,other,1,29,2.0,6,0,0,75
43523,Operations,region_16,Masters & above,m,other,1,44,3.0,12,0,0,63
34328,Sales & Marketing,region_5,Bachelors,m,other,1,29,,1,0,0,47
18309,Operations,region_22,Bachelors,f,other,1,38,5.0,9,1,0,61
78082,Procurement,region_7,Bachelors,f,sourcing,1,31,3.0,7,1,0,69
60125,Operations,region_2,Bachelors,f,other,1,31,3.0,3,1,0,59
54539,Finance,region_31,Bachelors,m,sourcing,1,39,5.0,3,1,0,59
28547,Operations,region_2,Masters & above,f,sourcing,1,43,5.0,6,0,0,57
2411,Sales & Marketing,region_7,Masters & above,f,other,1,39,5.0,7,1,0,47
12174,Sales & Marketing,region_22,Bachelors,m,other,2,26,5.0,3,1,0,85
5535,Sales & Marketing,region_2,Bachelors,f,other,1,42,2.0,5,0,0,51
19722,Procurement,region_34,Bachelors,m,other,1,28,4.0,5,1,0,72
8770,Finance,region_31,Masters & above,m,other,1,33,1.0,4,0,0,61
7308,Procurement,region_2,Bachelors,f,other,1,45,3.0,18,0,0,67
61365,Operations,region_2,Bachelors,m,other,1,29,,1,0,0,59
42093,Technology,region_2,Bachelors,m,other,1,46,1.0,16,0,0,80
